,id,listing_url,name,number_of_bedrooms,description,cancellation_policy,review_scores_value,reviews_per_month,host_id,host_name
48,5383192,https://www.airbnb.com/rooms/5383192,craftsman house near everything,1,1909 craftsman home inlaid wood floors quiet street walk farmers market stores cafes restaurants parks pool gym short bus ride seattle center downtown perfect place family 1909 craftsman inlaid wood floors fully furnished equipped fullsized bed additional cots mattresses added den free internet tv dvd player netflix online onsite laundry 10week first two guests great family children back patio 94 walkability score near crown walk stunning views puget sound brief walk weekly farmers market stores cafes restaurants parks library community pool weight room gym nearby bus lines 1015 minutes seattle center downtown spu amazon gates foundation assistance available home manualneighborhood guide provides information safety house perks neighborhood resources kidfriendly activities etc top queen anne h,moderate,10.0,0.16,27606550,Christine
49,1112092,https://www.airbnb.com/rooms/1112092,seattle backyard cottagequeen anne,3,new backyard cottagehouse best seattle neighborhood queen anne bus line 10 mins downtown safe walkable area gorgeous views every side queen anne hill house built 2012 behind main house smaller house split level open floor plan living room area kitchen dining full bathroom comfortable sleeping loft 2 options sleeping loft plenty room 2 twin 1 king sleeping arrangement living room area couch opens queen sized bed well say house 24 people private full wood light double doors open back yard street view street,moderate,9.0,0.8,5856339,Annie
50,7772661,https://www.airbnb.com/rooms/7772661, carriage house  queen anne ,3,charming loftstyle studio urban garden oasis enjoy great views outdoor deck garden easily accessible 1 bus line 5min drive tofrom seattle center 10min tofromdowntown cruise terminals fremont ballard lake union detached carriage house enjoy,moderate,10.0,2.0,40885963,Michael
51,9254900,https://www.airbnb.com/rooms/9254900,studio apartment with a view,1,adorable studio apartment lower queen anne interbay view sound 2 blocks whole foods minutes downtown nearby ballard neighborhood via rapid ride perfect guests need comfortable place seattle washer dryer private terrace beautiful,flexible,,,27128936,Anisa
52,7714294,https://www.airbnb.com/rooms/7714294,top floor apt w spectacular view,2,charming top floor apartment part triplex craftsman home queen anne neighborhood minutes downtown seattle center seattle waterfront pike place market within 20 minute walk short bus ride love home love share others top apartment triplex old craftsman style home queen anne neighborhood beautiful views elliot bay puget sound really nice back deck perfect eating chilling also wonderful yard downstairs equipped hammock hammock chair hang pear tree cat named oscar come house ask keep fed away access entire home including lovely back deck yard gone staying home lovely neighbors live us may chance runn,moderate,10.0,0.64,3521823,Elise
53,10310373,https://www.airbnb.com/rooms/10310373,cozy cute queen anne living,2,moved apartment december still simple right wifi tv patio back yard im 3 minute walk public transportation whole foods 5 minute bus ride space needledowntown seattle,flexible,,,53050379,Ana
54,9368342,https://www.airbnb.com/rooms/9368342,beautiful modern townhouse,2,beautiful modern townhouse queen anne neighborhood near downtown seattle quiet treelined street near million mansions expansive views mountains puget sound around corner close amazon hq gates foundation seattle center townhouse built 2009 cool modern feel also homey comfortable townhouse three floors first floor entryway second floor living room dining room kitchen small powder room top floor two bedrooms beautiful bathroom second bedroom closed guest access master bedroom always available via email text answer questions queen anne hill gorgeous neighborhood love situated north downtown seattle lovely neighborhood interesting mix craftsman victorian modern architecture queen anne village feel lots boutiques cafes parks,strict,,,1039322,Manomi
55,6361863,https://www.airbnb.com/rooms/6361863,located in the heart of queen anne,4,conveniently located top queen anne access seattle offer located 3 blocks shops restaurants minutes vibrant south lake union amazon space needle downtown pike place market seattle waterfront newly renovated may 2015 spacious 850 sq ft craftsman style apartment bamboo flooring glass door knobs wide hallways large windows 8ft ceilings key code access separate entrance spacious 850 sq ft private apartment following amenities 1 bedroom queen size bed furnished comforter pillows large closet space dresser luggage racks flat screen tv sectional sofa converts queen size bed office desk chair 1 full bath bathtub hairdryer laundry room washer dryer ironing board iron kitchenette microwave refrigerator stove coffee machine high speed internet wifi homeown,moderate,9.0,5.64,25150356,Kurt & Anna
56,8105221,https://www.airbnb.com/rooms/8105221,cozy room in modern queen anne home,2,make cozy room private bath queen anne home base seattle visit centrally located easy bus access feel free roam city return home enjoy sunset porch overlooking elliot bay view apartment makes particularly special queen anne neighborhood great explore fun place go urban hiking along staircases youre relaxing home tv downstairs welcome use provide coffeetea light breakfast well easy access buses free parking right next house youll second floor includes closet room bathroom sleep third floor walk way kitchenliving room shared space well often around evening welcome hang cook relax downstairs love meeting new people sharing city feel free ask us,flexible,10.0,2.5,15155647,Shiri
57,3269390,https://www.airbnb.com/rooms/3269390,stand alone guest cottage,5,detached completely private studio cottage full travertine bathroom washer dryer full size kitchen appliances miles granite counter work space eating area built storage closet vaulted ceilings queen bed detached completely private studio cottage studs remodel completed 2014 full travertine bathroom washer dryer full size kitchen appliances miles granite counter work space eating area built storage closet vaulted ceilings queen bed free internet course direct tv top queen anne hill within half block casual dining macrina bakery bustle taco shop targys bar dry cleaning kens market full grocery store also half block away full sized appliances dishes cookware coffee pot blender spices private outdoor courtyard bbq eating lounging areas private entrance yard street alley parking 1 car additional parking,moderate,10.0,4.12,12171359,Diane
